,Country,Year,Cases,Code
1342,Mauritania,1972,148,MRT
1343,Mauritania,1971,1139,MRT
1344,Mauritius,2006,0,MUS
1345,Mauritius,2005,0,MUS
1346,Mexico,2015,1,MEX
1347,Mexico,2014,14,MEX
1348,Mexico,2013,187,MEX
1349,Mexico,2012,2,MEX
1350,Mexico,2011,1,MEX
1351,Mexico,2010,1,MEX
1352,Mexico,2008,1,MEX
1353,Mexico,2001,1,MEX
1354,Mexico,2000,5,MEX
1355,Mexico,1998,71,MEX
1356,Mexico,1997,2356,MEX
1357,Mexico,1996,1088,MEX
1358,Mexico,1995,16430,MEX
1359,Mexico,1994,4059,MEX
1360,Mexico,1993,10712,MEX
1361,Mexico,1992,8162,MEX
1362,Mexico,1991,2690,MEX
1363,Micronesia (Federated States of),2005,0,FSM
1364,Micronesia (Federated States of),2001,14,FSM
1365,Micronesia (Federated States of),2000,3452,FSM
1366,Micronesia (Federated States of),1996,1,FSM
1367,Micronesia (Federated States of),1990,34,FSM
1368,Mongolia,2005,0,MNG
1369,Mongolia,1996,177,MNG
1370,Morocco,1994,6,MAR
1371,Morocco,1990,4573,MAR
1372,Morocco,1976,2,MAR
1373,Morocco,1972,7,MAR
1374,Morocco,1971,56,MAR
1375,Mozambique,2016,883,MOZ
1376,Mozambique,2015,8739,MOZ
1377,Mozambique,2014,480,MOZ
1378,Mozambique,2013,1869,MOZ
1379,Mozambique,2012,647,MOZ
1380,Mozambique,2011,1279,MOZ
1381,Mozambique,2010,7430,MOZ
1382,Mozambique,2009,19679,MOZ
1383,Mozambique,2008,9087,MOZ
1384,Mozambique,2007,2622,MOZ
1385,Mozambique,2006,6306,MOZ
1386,Mozambique,2005,2226,MOZ
1387,Mozambique,2004,20080,MOZ
1388,Mozambique,2003,13758,MOZ
1389,Mozambique,2002,24375,MOZ
1390,Mozambique,2001,8794,MOZ
1391,Mozambique,2000,17649,MOZ
1392,Mozambique,1999,44329,MOZ
1393,Mozambique,1998,42672,MOZ
1394,Mozambique,1997,8739,MOZ
1395,Mozambique,1996,0,MOZ
1396,Mozambique,1994,692,MOZ
1397,Mozambique,1993,19803,MOZ
1398,Mozambique,1992,30802,MOZ
1399,Mozambique,1991,7847,MOZ
1400,Mozambique,1990,4152,MOZ
1401,Mozambique,1989,371,MOZ
1402,Mozambique,1986,1,MOZ
1403,Mozambique,1985,3,MOZ
1404,Mozambique,1984,521,MOZ
1405,Mozambique,1983,10745,MOZ
1406,Mozambique,1982,2301,MOZ
1407,Mozambique,1981,1753,MOZ
1408,Mozambique,1980,1212,MOZ
1409,Mozambique,1979,4564,MOZ
1410,Mozambique,1977,18,MOZ
1411,Mozambique,1976,3,MOZ
1412,Mozambique,1975,11,MOZ
1413,Mozambique,1974,1018,MOZ
1414,Mozambique,1973,453,MOZ
1415,Myanmar,2016,782,MMR
1416,Myanmar,2015,103,MMR
1417,Myanmar,2014,400,MMR
1418,Myanmar,2013,33,MMR
1419,Myanmar,2012,174,MMR
1420,Myanmar,2011,16,MMR
1421,Myanmar,2008,45,MMR
1422,Myanmar,1995,1296,MMR
1423,Myanmar,1994,421,MMR
1424,Myanmar,1993,1758,MMR
1425,Myanmar,1992,826,MMR
1426,Myanmar,1991,924,MMR
1427,Myanmar,1989,597,MMR
1428,Myanmar,1983,989,MMR
1429,Myanmar,1981,28,MMR
1430,Myanmar,1980,1018,MMR
1431,Myanmar,1979,874,MMR
1432,Myanmar,1978,3551,MMR
1433,Myanmar,1976,1519,MMR
1434,Myanmar,1975,2942,MMR
1435,Myanmar,1974,2363,MMR
1436,Myanmar,1973,386,MMR
1437,Myanmar,1972,180,MMR
1438,Myanmar,1971,378,MMR
1439,Myanmar,1970,911,MMR
1440,Myanmar,1969,205,MMR
1441,Myanmar,1968,3,MMR
1442,Myanmar,1967,9,MMR
1443,Myanmar,1966,263,MMR
1444,Myanmar,1965,207,MMR
1445,Myanmar,1964,922,MMR
1446,Myanmar,1963,3019,MMR
1447,Myanmar,1962,1,MMR
1448,Myanmar,1961,1,MMR
1449,Myanmar,1960,259,MMR
1450,Myanmar,1959,3,MMR
1451,Myanmar,1958,7,MMR
1452,Myanmar,1957,10,MMR
1453,Myanmar,1956,13,MMR
1454,Myanmar,1955,42,MMR
1455,Myanmar,1954,35,MMR
1456,Myanmar,1953,22,MMR
1457,Myanmar,1952,347,MMR
1458,Myanmar,1951,6753,MMR
1459,Myanmar,1950,4212,MMR
1460,Namibia,2014,485,NAM
1461,Namibia,2013,3,NAM
1462,Namibia,2009,159,NAM
1463,Namibia,2008,3496,NAM
1464,Namibia,2007,14,NAM
1465,Namibia,2006,185,NAM
1466,Namibia,2005,0,NAM
1467,Nauru,1979,50,NRU
1468,Nauru,1978,38,NRU
1469,Nepal,2016,169,NPL
1470,Nepal,2015,80,NPL
1471,Nepal,2014,933,NPL
1472,Nepal,2012,34,NPL
1473,Nepal,2011,12,NPL
1474,Nepal,2010,1790,NPL
1475,Nepal,2009,82,NPL
1476,Nepal,2007,264,NPL
1477,Nepal,1998,1745,NPL
1478,Nepal,1997,245,NPL
1479,Nepal,1996,274,NPL
1480,Nepal,1995,157,NPL
1481,Nepal,1994,32,NPL
1482,Nepal,1993,31,NPL
1483,Nepal,1992,798,NPL
1484,Nepal,1991,30648,NPL
1485,Nepal,1990,23888,NPL
1486,Nepal,1989,141,NPL
1487,Nepal,1981,24,NPL
1488,Nepal,1980,1,NPL
1489,Nepal,1979,22,NPL
1490,Nepal,1978,1662,NPL
1491,Nepal,1977,428,NPL
1492,Nepal,1976,185,NPL
1493,Nepal,1975,260,NPL
1494,Nepal,1974,8,NPL
1495,Nepal,1973,7,NPL
1496,Nepal,1972,1,NPL
1497,Nepal,1971,4,NPL
1498,Nepal,1970,391,NPL
1499,Nepal,1969,226,NPL
1500,Nepal,1968,34,NPL
1501,Nepal,1966,2,NPL
1502,Nepal,1965,727,NPL
1503,Nepal,1958,2706,NPL
1504,Netherlands,2016,1,NLD
1505,Netherlands,2008,5,NLD
1506,Netherlands,2006,3,NLD
1507,Netherlands,2005,4,NLD
1508,Netherlands,2004,1,NLD
1509,Netherlands,2003,1,NLD
1510,Netherlands,2002,1,NLD
1511,Netherlands,2000,1,NLD
1512,Netherlands,1999,2,NLD
1513,Netherlands,1998,4,NLD
1514,Netherlands,1997,2,NLD
1515,Netherlands,1996,3,NLD
1516,Netherlands,1995,9,NLD
1517,Netherlands,1994,1,NLD
1518,Netherlands,1993,3,NLD
1519,Netherlands,1990,3,NLD
1520,Netherlands,1988,1,NLD
1521,Netherlands,1983,2,NLD
1522,Netherlands,1981,2,NLD
1523,Netherlands,1979,5,NLD
1524,Netherlands,1978,4,NLD
1525,Netherlands,1977,1,NLD
1526,Netherlands,1976,1,NLD
1527,New Zealand,2005,1,NZL
1528,New Zealand,2001,1,NZL
1529,New Zealand,1999,1,NZL
1530,New Zealand,1998,1,NZL
1531,New Zealand,1995,2,NZL
1532,New Zealand,1994,2,NZL
1533,New Zealand,1990,5,NZL
1534,New Zealand,1987,2,NZL
1535,New Zealand,1972,3,NZL
1536,Nicaragua,2000,12,NIC
1537,Nicaragua,1999,552,NIC
1538,Nicaragua,1998,1437,NIC
1539,Nicaragua,1997,1283,NIC
1540,Nicaragua,1996,2813,NIC
1541,Nicaragua,1995,8825,NIC
1542,Nicaragua,1994,7821,NIC
1543,Nicaragua,1993,6631,NIC
1544,Nicaragua,1992,3067,NIC
1545,Nicaragua,1991,1,NIC
1546,Niger,2016,38,NER
1547,Niger,2015,51,NER
1548,Niger,2014,2059,NER
1549,Niger,2013,585,NER
1550,Niger,2012,5284,NER
1551,Niger,2011,2324,NER
1552,Niger,2010,1154,NER
1553,Niger,2008,972,NER
1554,Niger,2007,24,NER
1555,Niger,2006,1232,NER
1556,Niger,2005,553,NER
1557,Niger,2004,2178,NER
1558,Niger,2003,292,NER
1559,Niger,2002,236,NER
1560,Niger,2001,81,NER
1561,Niger,2000,225,NER
1562,Niger,1999,1186,NER
1563,Niger,1997,259,NER
1564,Niger,1996,3957,NER
1565,Niger,1995,264,NER
1566,Niger,1994,732,NER
1567,Niger,1991,3238,NER
1568,Niger,1989,166,NER
1569,Niger,1984,3788,NER
1570,Niger,1981,7,NER
1571,Niger,1974,286,NER
1572,Niger,1973,121,NER
1573,Niger,1972,51,NER
1574,Niger,1971,9265,NER
1575,Niger,1970,16,NER
1576,Nigeria,2016,768,NGA
1577,Nigeria,2015,5290,NGA
1578,Nigeria,2014,35996,NGA
1579,Nigeria,2013,6600,NGA
1580,Nigeria,2012,597,NGA
1581,Nigeria,2011,23377,NGA
1582,Nigeria,2010,44456,NGA
1583,Nigeria,2009,13691,NGA
1584,Nigeria,2008,5410,NGA
1585,Nigeria,2007,1661,NGA
1586,Nigeria,2006,2028,NGA
1587,Nigeria,2005,4477,NGA
1588,Nigeria,2004,3186,NGA
1589,Nigeria,2003,1933,NGA
1590,Nigeria,2002,5429,NGA
1591,Nigeria,2001,2312,NGA
1592,Nigeria,2000,2799,NGA
1593,Nigeria,1999,26358,NGA
1594,Nigeria,1998,3464,NGA
1595,Nigeria,1997,1322,NGA
1596,Nigeria,1996,12374,NGA
1597,Nigeria,1995,1059,NGA
1598,Nigeria,1994,2859,NGA
1599,Nigeria,1993,4160,NGA
1600,Nigeria,1992,8687,NGA
1601,Nigeria,1991,59478,NGA
1602,Nigeria,1989,1078,NGA
1603,Nigeria,1988,137,NGA
1604,Nigeria,1987,1290,NGA
1605,Nigeria,1986,91,NGA
1606,Nigeria,1985,30,NGA
1607,Nigeria,1984,1667,NGA
1608,Nigeria,1983,178,NGA
1609,Nigeria,1982,248,NGA
1610,Nigeria,1981,107,NGA
1611,Nigeria,1980,138,NGA
1612,Nigeria,1979,293,NGA
1613,Nigeria,1978,197,NGA
1614,Nigeria,1977,376,NGA
1615,Nigeria,1976,112,NGA
1616,Nigeria,1975,38,NGA
1617,Nigeria,1973,157,NGA
1618,Nigeria,1972,1363,NGA
1619,Nigeria,1971,22931,NGA
1620,Nigeria,1970,15,NGA
1621,Norway,2015,1,NOR
1622,Norway,2007,1,NOR
1623,Norway,2006,1,NOR
1624,Norway,2005,1,NOR
1625,Norway,1998,2,NOR
1626,Norway,1995,1,NOR
1627,Norway,1989,1,NOR
1628,Norway,1987,1,NOR
1629,Oman,2015,1,OMN
1630,Oman,2002,1,OMN
1631,Oman,2001,7,OMN
1632,Oman,1971,9,OMN
1633,Pakistan,2014,1218,PAK
1634,Pakistan,2013,1069,PAK
1635,Pakistan,2012,144,PAK
1636,Pakistan,2011,527,PAK
1637,Pakistan,2010,164,PAK
1638,Pakistan,1993,12092,PAK
1639,Pakistan,1981,4,PAK
1640,Pakistan,1977,12,PAK
1641,Pakistan,1976,144,PAK
1642,Pakistan,1971,1185,PAK
1643,Pakistan,1970,2,PAK
1644,Pakistan,1969,717,PAK
1645,Pakistan,1968,3932,PAK
1646,Pakistan,1965,21,PAK
1647,Pakistan,1960,6704,PAK
1648,Pakistan,1958,366,PAK
1649,Panama,1993,42,PAN
1650,Panama,1992,2416,PAN
1651,Panama,1991,1178,PAN
1652,Papua New Guinea,2011,1535,PNG
1653,Papua New Guinea,2010,8997,PNG
1654,Papua New Guinea,2009,1957,PNG
1655,Papua New Guinea,2005,0,PNG
1656,Papua New Guinea,1962,1293,PNG
1657,Paraguay,2009,5,PRY
1658,Paraguay,1996,4,PRY
1659,Paraguay,1993,3,PRY
1660,Peru,2002,16,PER
1661,Peru,2001,494,PER
1662,Peru,2000,934,PER
1663,Peru,1999,1546,PER
1664,Peru,1998,41717,PER
1665,Peru,1997,3483,PER
1666,Peru,1996,4518,PER
1667,Peru,1995,22397,PER
1668,Peru,1994,23887,PER
1669,Peru,1993,72404,PER
1670,Peru,1992,242237,PER
1671,Peru,1991,322562,PER
1672,Philippines,2016,124,PHL
1673,Philippines,2014,4547,PHL
1674,Philippines,2013,6,PHL
1675,Philippines,2012,1864,PHL
1676,Philippines,2011,120,PHL
1677,Philippines,2010,33,PHL
1678,Philippines,2007,0,PHL
1679,Philippines,2006,66,PHL
1680,Philippines,2005,139,PHL
1681,Philippines,2004,533,PHL
1682,Philippines,2001,174,PHL
1683,Philippines,2000,275,PHL
1684,Philippines,1999,330,PHL
1685,Philippines,1998,729,PHL
1686,Philippines,1997,605,PHL
1687,Philippines,1996,1402,PHL
1688,Philippines,1995,847,PHL
1689,Philippines,1994,3340,PHL
1690,Philippines,1993,708,PHL
1691,Philippines,1992,345,PHL
1692,Philippines,1985,10,PHL
1693,Philippines,1982,930,PHL
1694,Philippines,1981,864,PHL
1695,Philippines,1980,836,PHL
1696,Philippines,1979,1268,PHL
1697,Philippines,1978,1408,PHL
1698,Philippines,1977,1363,PHL
1699,Philippines,1976,1258,PHL
1700,Philippines,1975,680,PHL
1701,Philippines,1974,1730,PHL
1702,Philippines,1973,2840,PHL
1703,Philippines,1972,5601,PHL
1704,Philippines,1971,3585,PHL
1705,Philippines,1970,1095,PHL
1706,Philippines,1969,1541,PHL
1707,Philippines,1968,2787,PHL
1708,Philippines,1967,1629,PHL
1709,Philippines,1966,5261,PHL
1710,Philippines,1965,4581,PHL
1711,Philippines,1964,16464,PHL
1712,Philippines,1963,3979,PHL
1713,Philippines,1962,13015,PHL
1714,Philippines,1961,9923,PHL
1715,Poland,2005,1,POL
1716,Poland,1994,1,POL
1717,Poland,1981,1,POL
1718,Portugal,1995,1,PRT
1719,Portugal,1994,1,PRT
1720,Portugal,1975,1066,PRT
1721,Portugal,1974,2467,PRT
1722,Portugal,1971,64,PRT
1723,Qatar,2005,2,QAT
1724,Qatar,2004,1,QAT
1725,Qatar,2002,1,QAT
1726,Romania,1995,118,ROU
1727,Romania,1994,80,ROU
1728,Romania,1993,15,ROU
1729,Romania,1992,3,ROU
1730,Romania,1991,226,ROU
1731,Romania,1990,270,ROU
1732,Russian Federation,2014,1,RUS
1733,Russian Federation,2012,1,RUS
1734,Russian Federation,2010,3,RUS
1735,Russian Federation,2007,1,RUS
1736,Russian Federation,2006,1,RUS
1737,Russian Federation,2004,1,RUS
1738,Russian Federation,2001,53,RUS
1739,Russian Federation,1999,8,RUS
1740,Russian Federation,1998,10,RUS
1741,Russian Federation,1997,11,RUS
1742,Russian Federation,1996,4,RUS
1743,Russian Federation,1995,9,RUS
1744,Russian Federation,1994,1048,RUS
1745,Russian Federation,1993,23,RUS
1746,Russian Federation,1992,6,RUS
1747,Russian Federation,1991,78,RUS
1748,Russian Federation,1990,49,RUS
1749,Russian Federation,1977,1,RUS
1750,Russian Federation,1976,1,RUS
1751,Russian Federation,1970,720,RUS
1752,Rwanda,2016,355,RWA
1753,Rwanda,2012,9,RWA
1754,Rwanda,2009,67,RWA
1755,Rwanda,2008,23,RWA
1756,Rwanda,2007,1453,RWA
1757,Rwanda,2006,405,RWA
1758,Rwanda,2005,89,RWA
1759,Rwanda,2004,586,RWA
1760,Rwanda,2003,12,RWA
1761,Rwanda,2001,157,RWA
1762,Rwanda,2000,1235,RWA
1763,Rwanda,1999,327,RWA
1764,Rwanda,1998,3220,RWA
1765,Rwanda,1997,274,RWA
1766,Rwanda,1996,106,RWA
1767,Rwanda,1995,3,RWA
1768,Rwanda,1994,10,RWA
1769,Rwanda,1993,568,RWA
1770,Rwanda,1992,503,RWA
1771,Rwanda,1991,679,RWA
1772,Rwanda,1989,1,RWA
1773,Rwanda,1988,70,RWA
1774,Rwanda,1987,101,RWA
1775,Rwanda,1986,226,RWA
1776,Rwanda,1985,21,RWA
1777,Rwanda,1984,161,RWA
1778,Rwanda,1983,54,RWA
1779,Rwanda,1982,201,RWA
1780,Rwanda,1981,24,RWA
1781,Rwanda,1980,30,RWA
1782,Rwanda,1979,5,RWA
1783,Rwanda,1978,838,RWA
1784,Samoa,1980,1,WSM
1785,Sao Tome and Principe,2008,119,STP
1786,Sao Tome and Principe,2007,90,STP
1787,Sao Tome and Principe,2006,926,STP
1788,Sao Tome and Principe,2005,1966,STP
1789,Sao Tome and Principe,1991,3,STP
1790,Sao Tome and Principe,1990,804,STP
1791,Sao Tome and Principe,1989,3953,STP
1792,Saudi Arabia,2002,38,SAU
1793,Saudi Arabia,1986,74,SAU
1794,Saudi Arabia,1981,13,SAU
1795,Saudi Arabia,1980,2,SAU
1796,Saudi Arabia,1979,23,SAU
1797,Saudi Arabia,1978,30,SAU
1798,Saudi Arabia,1977,18,SAU
1799,Saudi Arabia,1976,50,SAU
1800,Saudi Arabia,1975,91,SAU
1801,Saudi Arabia,1972,303,SAU
1802,Saudi Arabia,1970,266,SAU
1803,Senegal,2012,1,SEN
1804,Senegal,2011,5,SEN
1805,Senegal,2010,3,SEN
1806,Senegal,2009,4,SEN
1807,Senegal,2008,1283,SEN
1808,Senegal,2007,3984,SEN
1809,Senegal,2006,365,SEN
1810,Senegal,2005,31719,SEN
1811,Senegal,2004,1227,SEN
1812,Senegal,1997,371,SEN
1813,Senegal,1996,16107,SEN
1814,Senegal,1995,3332,SEN
1815,Senegal,1988,390,SEN
1816,Senegal,1987,3150,SEN
1817,Senegal,1986,476,SEN
1818,Senegal,1985,2988,SEN
1819,Senegal,1984,728,SEN
1820,Senegal,1981,428,SEN
1821,Senegal,1979,103,SEN
1822,Senegal,1978,315,SEN
1823,Senegal,1972,379,SEN
1824,Senegal,1971,265,SEN
1825,Seychelles,2008,0,SYC
1826,Seychelles,2007,178,SYC
1827,Seychelles,2006,0,SYC
1828,Seychelles,2005,0,SYC
1829,Sierra Leone,2013,377,SLE
1830,Sierra Leone,2012,23124,SLE
1831,Sierra Leone,2008,62,SLE
1832,Sierra Leone,2007,2219,SLE
1833,Sierra Leone,2006,2560,SLE
1834,Sierra Leone,2005,6,SLE
1835,Sierra Leone,2004,513,SLE
1836,Sierra Leone,1999,863,SLE
1837,Sierra Leone,1998,2096,SLE
1838,Sierra Leone,1995,10285,SLE
1839,Sierra Leone,1994,9709,SLE
1840,Sierra Leone,1987,557,SLE
1841,Sierra Leone,1986,8957,SLE
1842,Sierra Leone,1977,12,SLE
1843,Sierra Leone,1971,211,SLE
1844,Sierra Leone,1970,293,SLE
1845,Singapore,2014,2,SGP
1846,Singapore,2013,2,SGP
1847,Singapore,2012,2,SGP
1848,Singapore,2011,2,SGP
1849,Singapore,2004,11,SGP
1850,Singapore,2003,1,SGP
1851,Singapore,2002,2,SGP
1852,Singapore,2001,8,SGP
1853,Singapore,2000,10,SGP
1854,Singapore,1999,11,SGP
1855,Singapore,1998,31,SGP
1856,Singapore,1997,19,SGP
1857,Singapore,1996,19,SGP
1858,Singapore,1995,14,SGP
1859,Singapore,1994,41,SGP
1860,Singapore,1993,24,SGP
1861,Singapore,1992,17,SGP
1862,Singapore,1991,34,SGP
1863,Singapore,1990,26,SGP
1864,Singapore,1989,39,SGP
1865,Singapore,1988,19,SGP
1866,Singapore,1987,63,SGP
1867,Singapore,1986,27,SGP
1868,Singapore,1985,27,SGP
1869,Singapore,1984,40,SGP
1870,Singapore,1983,14,SGP
1871,Singapore,1982,31,SGP
1872,Singapore,1981,34,SGP
1873,Singapore,1980,18,SGP
1874,Singapore,1979,10,SGP
1875,Singapore,1978,83,SGP
1876,Singapore,1977,11,SGP
1877,Singapore,1975,10,SGP
1878,Singapore,1974,8,SGP
1879,Singapore,1973,1,SGP
1880,Singapore,1972,114,SGP
1881,Singapore,1969,11,SGP
1882,Singapore,1968,6,SGP
1883,Singapore,1964,24,SGP
1884,Singapore,1963,27,SGP
1885,Singapore,1953,0,SGP
1886,Slovenia,2007,0,SVN
1887,Somalia,2016,15619,SOM
1888,Somalia,2015,7536,SOM
1889,Somalia,2014,2820,SOM
1890,Somalia,2013,6864,SOM
1891,Somalia,2012,22576,SOM
1892,Somalia,2011,77636,SOM
1893,Somalia,2010,3510,SOM
1894,Somalia,2009,208,SOM
1895,Somalia,2008,1281,SOM
1896,Somalia,2007,41643,SOM
1897,Somalia,2004,4490,SOM
1898,Somalia,2003,11020,SOM
1899,Somalia,2002,2775,SOM
1900,Somalia,2001,2567,SOM
1901,Somalia,2000,7496,SOM
1902,Somalia,1999,17757,SOM
1903,Somalia,1998,4417,SOM
1904,Somalia,1997,6814,SOM
1905,Somalia,1996,10274,SOM
1906,Somalia,1995,9255,SOM
1907,Somalia,1994,28334,SOM
1908,Somalia,1986,15980,SOM
1909,Somalia,1985,10199,SOM
1910,Somalia,1971,89,SOM
1911,Somalia,1970,43,SOM
1912,South Africa,2013,1,ZAF
1913,South Africa,2009,10520,ZAF
1914,South Africa,2008,3907,ZAF
1915,South Africa,2006,0,ZAF
1916,South Africa,2005,3503,ZAF
1917,South Africa,2004,2767,ZAF
1918,South Africa,2003,3901,ZAF
1919,South Africa,2002,10004,ZAF
1920,South Africa,2001,106159,ZAF
1921,South Africa,2000,19667,ZAF
1922,South Africa,1999,68,ZAF
1923,South Africa,1998,20,ZAF
1924,South Africa,1994,4,ZAF
1925,South Africa,1993,78,ZAF
1926,South Africa,1992,11,ZAF
1927,South Africa,1991,10,ZAF
1928,South Africa,1987,37,ZAF
1929,South Africa,1986,120,ZAF
1930,South Africa,1985,2742,ZAF
1931,South Africa,1984,1182,ZAF
1932,South Africa,1983,4715,ZAF
1933,South Africa,1982,11968,ZAF
1934,South Africa,1981,4180,ZAF
1935,South Africa,1980,859,ZAF
1936,South Africa,1979,2,ZAF
1937,South Africa,1974,37,ZAF
1938,South Africa,1973,1,ZAF
1939,South Sudan,2016,4295,SSD
1940,South Sudan,2015,1818,SSD
1941,South Sudan,2014,6421,SSD
1942,Spain,2015,2,ESP
1943,Spain,2008,5,ESP
1944,Spain,2007,2,ESP
1945,Spain,2006,2,ESP
1946,Spain,2002,1,ESP
1947,Spain,2001,1,ESP
1948,Spain,1996,1,ESP
1949,Spain,1995,6,ESP
1950,Spain,1994,1,ESP
1951,Spain,1993,3,ESP
1952,Spain,1991,1,ESP
1953,Spain,1990,11,ESP
1954,Spain,1989,3,ESP
1955,Spain,1987,2,ESP
1956,Spain,1984,4,ESP
1957,Spain,1983,2,ESP
1958,Spain,1982,2,ESP
1959,Spain,1980,4,ESP
1960,Spain,1979,267,ESP
1961,Spain,1976,2,ESP
1962,Spain,1975,11,ESP
1963,Spain,1974,5,ESP
1964,Spain,1971,22,ESP
1965,Sri Lanka,2002,9,LKA
1966,Sri Lanka,2000,2,LKA
1967,Sri Lanka,1999,108,LKA
1968,Sri Lanka,1998,1536,LKA
1969,Sri Lanka,1997,430,LKA
1970,Sri Lanka,1993,1,LKA
1971,Sri Lanka,1992,121,LKA
1972,Sri Lanka,1991,70,LKA
1973,Sri Lanka,1988,154,LKA
1974,Sri Lanka,1983,86,LKA
1975,Sri Lanka,1982,309,LKA
1976,Sri Lanka,1981,574,LKA
1977,Sri Lanka,1980,104,LKA
1978,Sri Lanka,1979,46,LKA
1979,Sri Lanka,1978,48,LKA
1980,Sri Lanka,1977,5,LKA
1981,Sri Lanka,1976,728,LKA
1982,Sri Lanka,1975,1453,LKA
1983,Sri Lanka,1974,4559,LKA
1984,Sri Lanka,1973,118,LKA
1985,Sudan,2009,13681,SDN
1986,Sudan,2008,17241,SDN
1987,Sudan,2007,13731,SDN
1988,Sudan,2006,30662,SDN
1989,Sudan,1999,0,SDN
1990,Sudan,1985,4457,SDN
1991,Sudan,1980,17,SDN
1992,Sudan,1979,845,SDN
1993,Suriname,1992,12,SUR
1994,Swaziland,2009,19,SWZ
1995,Swaziland,2008,1,SWZ
1996,Swaziland,2007,0,SWZ
1997,Swaziland,2006,18,SWZ
1998,Swaziland,2005,0,SWZ
1999,Swaziland,2004,1075,SWZ
2000,Swaziland,2003,32,SWZ
2001,Swaziland,2002,134,SWZ
2002,Swaziland,2001,5612,SWZ
2003,Swaziland,2000,141,SWZ
2004,Swaziland,1999,7,SWZ
2005,Swaziland,1998,7,SWZ
2006,Swaziland,1996,2,SWZ
2007,Swaziland,1992,2281,SWZ
2008,Swaziland,1982,538,SWZ
2009,Swaziland,1981,238,SWZ
2010,Swaziland,1978,2,SWZ
2011,Sweden,2015,1,SWE
2012,Sweden,2011,1,SWE
2013,Sweden,2006,1,SWE
2014,Sweden,2004,1,SWE
2015,Sweden,2003,1,SWE
2016,Sweden,1996,1,SWE
2017,Sweden,1995,2,SWE
2018,Sweden,1994,1,SWE
2019,Sweden,1992,1,SWE
2020,Sweden,1987,1,SWE
2021,Sweden,1986,1,SWE
2022,Sweden,1979,1,SWE
2023,Sweden,1976,1,SWE
2024,Sweden,1974,1,SWE
2025,Sweden,1973,10,SWE
2026,Sweden,1971,4,SWE
2027,Switzerland,2015,2,CHE
2028,Switzerland,2006,1,CHE
2029,Switzerland,1998,2,CHE
2030,Switzerland,1995,2,CHE
2031,Switzerland,1993,2,CHE
2032,Switzerland,1992,1,CHE
2033,Switzerland,1988,1,CHE
2034,Switzerland,1985,1,CHE
2035,Switzerland,1981,2,CHE
2036,Switzerland,1978,1,CHE
2037,Switzerland,1977,1,CHE
2038,Syrian Arab Republic,1979,689,SYR
2039,Syrian Arab Republic,1977,2362,SYR
2040,Syrian Arab Republic,1976,795,SYR
2041,Syrian Arab Republic,1975,67,SYR
2042,Syrian Arab Republic,1972,505,SYR
2043,Syrian Arab Republic,1971,5,SYR
2044,Syrian Arab Republic,1970,49,SYR
2045,Tajikistan,1994,10,TJK
2046,Tajikistan,1993,165,TJK
2047,Thailand,2016,52,THA
2048,Thailand,2015,125,THA
2049,Thailand,2014,12,THA
2050,Thailand,2013,8,THA
2051,Thailand,2012,29,THA
2052,Thailand,2011,279,THA
2053,Thailand,2010,1974,THA
2054,Thailand,2009,315,THA
2055,Thailand,2008,436,THA
2056,Thailand,2007,1428,THA
2057,Thailand,2006,35,THA
2058,Thailand,1994,3487,THA
2059,Thailand,1988,3418,THA
2060,Thailand,1987,6353,THA
2061,Thailand,1986,213,THA
2062,Thailand,1985,899,THA
2063,Thailand,1984,645,THA
2064,Thailand,1983,1497,THA
2065,Thailand,1982,638,THA
2066,Thailand,1981,39,THA
2067,Thailand,1980,4331,THA
2068,Thailand,1979,1788,THA
2069,Thailand,1978,4183,THA
2070,Thailand,1977,383,THA
2071,Thailand,1976,6,THA
2072,Thailand,1975,1335,THA
2073,Thailand,1974,1475,THA
2074,Thailand,1973,844,THA
2075,Thailand,1969,961,THA
2076,Thailand,1968,404,THA
2077,Thailand,1967,148,THA
2078,Thailand,1966,401,THA
2079,Thailand,1965,65,THA
2080,Thailand,1964,960,THA
2081,Thailand,1963,2230,THA
2082,Thailand,1959,4368,THA
2083,Thailand,1958,10201,THA
2084,Thailand,1951,1,THA
2085,Thailand,1949,16,THA
2086,Togo,2015,35,TGO
2087,Togo,2014,262,TGO
2088,Togo,2013,166,TGO
2089,Togo,2012,61,TGO
2090,Togo,2011,4,TGO
2091,Togo,2010,72,TGO
2092,Togo,2009,218,TGO
2093,Togo,2008,397,TGO
2094,Togo,2007,65,TGO
2095,Togo,2006,1159,TGO
2096,Togo,2005,1320,TGO
2097,Togo,2004,1080,TGO
2098,Togo,2003,384,TGO
2099,Togo,2002,257,TGO
2100,Togo,2001,2551,TGO
2101,Togo,2000,338,TGO
2102,Togo,1999,667,TGO
2103,Togo,1998,3217,TGO
2104,Togo,1997,42,TGO
2105,Togo,1996,146,TGO
2106,Togo,1995,65,TGO
2107,Togo,1994,47,TGO
2108,Togo,1993,19,TGO
2109,Togo,1992,753,TGO
2110,Togo,1991,2396,TGO
2111,Togo,1988,1,TGO
2112,Togo,1978,6,TGO
2113,Togo,1977,132,TGO
2114,Togo,1974,58,TGO
2115,Togo,1972,16,TGO
2116,Togo,1971,335,TGO
2117,Togo,1970,75,TGO
2118,Tonga,2001,145,TON
2119,Tunisia,1973,656,TUN
2120,Tunisia,1972,4,TUN
2121,Tunisia,1970,27,TUN
