,Country,Year,Cases,Code
2122,Turkey,1977,17,TUR
2123,Turkey,1970,384,TUR
2124,Turkmenistan,2002,30,TKM
2125,Turkmenistan,2001,561,TKM
2126,Turkmenistan,1997,55,TKM
2127,Turkmenistan,1994,1,TKM
2128,Tuvalu,1992,293,TUV
2129,Tuvalu,1990,42,TUV
2130,Uganda,2016,516,UGA
2131,Uganda,2015,1461,UGA
2132,Uganda,2014,309,UGA
2133,Uganda,2013,748,UGA
2134,Uganda,2012,6326,UGA
2135,Uganda,2010,2341,UGA
2136,Uganda,2009,1095,UGA
2137,Uganda,2008,3726,UGA
2138,Uganda,2007,276,UGA
2139,Uganda,2006,5194,UGA
2140,Uganda,2005,4924,UGA
2141,Uganda,2004,3380,UGA
2142,Uganda,2003,4377,UGA
2143,Uganda,2002,2274,UGA
2144,Uganda,2001,247,UGA
2145,Uganda,2000,2807,UGA
2146,Uganda,1999,5179,UGA
2147,Uganda,1998,49514,UGA
2148,Uganda,1997,2610,UGA
2149,Uganda,1996,291,UGA
2150,Uganda,1995,538,UGA
2151,Uganda,1994,704,UGA
2152,Uganda,1992,5072,UGA
2153,Uganda,1991,279,UGA
2154,Uganda,1987,140,UGA
2155,Uganda,1982,190,UGA
2156,Uganda,1980,1539,UGA
2157,Uganda,1979,940,UGA
2158,Uganda,1978,1120,UGA
2159,Uganda,1975,3,UGA
2160,Uganda,1971,757,UGA
2161,Ukraine,2011,33,UKR
2162,Ukraine,2007,0,UKR
2163,Ukraine,1999,2,UKR
2164,Ukraine,1995,525,UKR
2165,Ukraine,1994,813,UKR
2166,Ukraine,1991,75,UKR
2167,United Arab Emirates,2002,3,ARE
2168,United Arab Emirates,1972,2,ARE
2169,United Kingdom of Great Britain and Northern Ireland,2016,19,GBR
2170,United Kingdom of Great Britain and Northern Ireland,2015,15,GBR
2171,United Kingdom of Great Britain and Northern Ireland,2014,14,GBR
2172,United Kingdom of Great Britain and Northern Ireland,2013,6,GBR
2173,United Kingdom of Great Britain and Northern Ireland,2012,17,GBR
2174,United Kingdom of Great Britain and Northern Ireland,2011,32,GBR
2175,United Kingdom of Great Britain and Northern Ireland,2010,8,GBR
2176,United Kingdom of Great Britain and Northern Ireland,2009,16,GBR
2177,United Kingdom of Great Britain and Northern Ireland,2008,8,GBR
2178,United Kingdom of Great Britain and Northern Ireland,2007,32,GBR
2179,United Kingdom of Great Britain and Northern Ireland,2006,49,GBR
2180,United Kingdom of Great Britain and Northern Ireland,2004,13,GBR
2181,United Kingdom of Great Britain and Northern Ireland,2003,9,GBR
2182,United Kingdom of Great Britain and Northern Ireland,2000,33,GBR
2183,United Kingdom of Great Britain and Northern Ireland,1998,18,GBR
2184,United Kingdom of Great Britain and Northern Ireland,1997,6,GBR
2185,United Kingdom of Great Britain and Northern Ireland,1996,13,GBR
2186,United Kingdom of Great Britain and Northern Ireland,1995,10,GBR
2187,United Kingdom of Great Britain and Northern Ireland,1994,18,GBR
2188,United Kingdom of Great Britain and Northern Ireland,1993,13,GBR
2189,United Kingdom of Great Britain and Northern Ireland,1992,5,GBR
2190,United Kingdom of Great Britain and Northern Ireland,1991,8,GBR
2191,United Kingdom of Great Britain and Northern Ireland,1990,6,GBR
2192,United Kingdom of Great Britain and Northern Ireland,1989,1,GBR
2193,United Kingdom of Great Britain and Northern Ireland,1988,10,GBR
2194,United Kingdom of Great Britain and Northern Ireland,1987,2,GBR
2195,United Kingdom of Great Britain and Northern Ireland,1986,11,GBR
2196,United Kingdom of Great Britain and Northern Ireland,1985,4,GBR
2197,United Kingdom of Great Britain and Northern Ireland,1984,5,GBR
2198,United Kingdom of Great Britain and Northern Ireland,1983,4,GBR
2199,United Kingdom of Great Britain and Northern Ireland,1982,1,GBR
2200,United Kingdom of Great Britain and Northern Ireland,1981,12,GBR
2201,United Kingdom of Great Britain and Northern Ireland,1980,6,GBR
2202,United Kingdom of Great Britain and Northern Ireland,1977,2,GBR
2203,United Kingdom of Great Britain and Northern Ireland,1976,1,GBR
2204,United Kingdom of Great Britain and Northern Ireland,1975,1,GBR
2205,United Kingdom of Great Britain and Northern Ireland,1974,3,GBR
2206,United Kingdom of Great Britain and Northern Ireland,1973,5,GBR
2207,United Kingdom of Great Britain and Northern Ireland,1972,2,GBR
2208,United Kingdom of Great Britain and Northern Ireland,1971,3,GBR
2209,United Kingdom of Great Britain and Northern Ireland,1970,1,GBR
2210,United States of America,2016,14,USA
2211,United States of America,2015,4,USA
2212,United States of America,2014,7,USA
2213,United States of America,2013,14,USA
2214,United States of America,2012,18,USA
2215,United States of America,2011,42,USA
2216,United States of America,2010,15,USA
2217,United States of America,2009,10,USA
2218,United States of America,2008,5,USA
2219,United States of America,2007,7,USA
2220,United States of America,2006,8,USA
2221,United States of America,2005,12,USA
2222,United States of America,2004,5,USA
2223,United States of America,2003,2,USA
2224,United States of America,2002,2,USA
2225,United States of America,2001,4,USA
2226,United States of America,2000,4,USA
2227,United States of America,1999,6,USA
2228,United States of America,1998,17,USA
2229,United States of America,1997,4,USA
2230,United States of America,1996,3,USA
2231,United States of America,1995,19,USA
2232,United States of America,1994,47,USA
2233,United States of America,1993,19,USA
2234,United States of America,1992,103,USA
2235,United States of America,1991,26,USA
2236,United States of America,1990,7,USA
2237,United States of America,1988,9,USA
2238,United States of America,1987,6,USA
2239,Uzbekistan,1994,1,UZB
2240,Venezuela (Bolivarian Republic of),2013,4,VEN
2241,Venezuela (Bolivarian Republic of),2011,49,VEN
2242,Venezuela (Bolivarian Republic of),2000,141,VEN
2243,Venezuela (Bolivarian Republic of),1999,376,VEN
2244,Venezuela (Bolivarian Republic of),1998,313,VEN
2245,Venezuela (Bolivarian Republic of),1997,2551,VEN
2246,Venezuela (Bolivarian Republic of),1996,269,VEN
2247,Venezuela (Bolivarian Republic of),1993,409,VEN
2248,Venezuela (Bolivarian Republic of),1992,2842,VEN
2249,Venezuela (Bolivarian Republic of),1991,15,VEN
2250,Viet Nam,2011,3,VNM
2251,Viet Nam,2010,606,VNM
2252,Viet Nam,2009,471,VNM
2253,Viet Nam,2008,853,VNM
2254,Viet Nam,2007,1946,VNM
2255,Viet Nam,2005,0,VNM
2256,Viet Nam,1999,169,VNM
2257,Viet Nam,1998,13,VNM
2258,Viet Nam,1997,4,VNM
2259,Viet Nam,1996,566,VNM
2260,Viet Nam,1995,6088,VNM
2261,Viet Nam,1994,5776,VNM
2262,Viet Nam,1993,3361,VNM
2263,Viet Nam,1992,4260,VNM
2264,Viet Nam,1991,52,VNM
2265,Viet Nam,1990,358,VNM
2266,Viet Nam,1989,143,VNM
2267,Viet Nam,1988,343,VNM
2268,Viet Nam,1987,216,VNM
2269,Viet Nam,1986,525,VNM
2270,Viet Nam,1985,502,VNM
2271,Viet Nam,1984,22,VNM
2272,Viet Nam,1983,392,VNM
2273,Viet Nam,1982,57,VNM
2274,Viet Nam,1981,157,VNM
2275,Viet Nam,1980,978,VNM
2276,Viet Nam,1979,365,VNM
2277,Viet Nam,1978,2,VNM
2278,Viet Nam,1977,32,VNM
2279,Viet Nam,1976,1068,VNM
2280,Viet Nam,1975,5,VNM
2281,Viet Nam,1974,139,VNM
2282,Viet Nam,1973,1495,VNM
2283,Viet Nam,1972,146,VNM
2284,Viet Nam,1971,270,VNM
2285,Viet Nam,1970,82,VNM
2286,Viet Nam,1969,2573,VNM
2287,Viet Nam,1968,1097,VNM
2288,Viet Nam,1967,7664,VNM
2289,Viet Nam,1966,8353,VNM
2290,Viet Nam,1965,1738,VNM
2291,Viet Nam,1964,20186,VNM
2292,Viet Nam,1954,3,VNM
2293,Viet Nam,1953,7,VNM
2294,Viet Nam,1952,7,VNM
2295,Viet Nam,1951,26,VNM
2296,Viet Nam,1950,9,VNM
2297,Yemen,2016,15751,YEM
2298,Yemen,2011,31789,YEM
2299,Yemen,2010,300,YEM
2300,Yemen,2009,55,YEM
2301,Yemen,1992,4,YEM
2302,Yemen,1980,720,YEM
2303,Yemen,1979,1953,YEM
2304,Yemen,1978,414,YEM
2305,Yemen,1975,1,YEM
2306,Yemen,1974,6,YEM
2307,Yemen,1973,215,YEM
2308,Yemen,1972,1064,YEM
2309,Yemen,1971,190,YEM
2310,Zambia,2012,198,ZMB
2311,Zambia,2011,330,ZMB
2312,Zambia,2010,6794,ZMB
2313,Zambia,2009,4712,ZMB
2314,Zambia,2008,2061,ZMB
2315,Zambia,2007,2286,ZMB
2316,Zambia,2006,5360,ZMB
2317,Zambia,2005,1503,ZMB
2318,Zambia,2004,12149,ZMB
2319,Zambia,2003,1049,ZMB
2320,Zambia,2002,339,ZMB
2321,Zambia,2001,3109,ZMB
2322,Zambia,2000,4504,ZMB
2323,Zambia,1999,13511,ZMB
2324,Zambia,1998,171,ZMB
2325,Zambia,1997,36,ZMB
2326,Zambia,1996,2172,ZMB
2327,Zambia,1993,6766,ZMB
2328,Zambia,1992,11659,ZMB
2329,Zambia,1991,13154,ZMB
2330,Zambia,1990,3717,ZMB
2331,Zambia,1989,44,ZMB
2332,Zambia,1983,233,ZMB
2333,Zambia,1982,1403,ZMB
2334,Zambia,1981,14,ZMB
2335,Zambia,1980,57,ZMB
2336,Zambia,1979,12,ZMB
2337,Zambia,1978,263,ZMB
2338,Zimbabwe,2016,10,ZWE
2339,Zimbabwe,2015,60,ZWE
2340,Zimbabwe,2012,23,ZWE
2341,Zimbabwe,2011,1220,ZWE
2342,Zimbabwe,2010,951,ZWE
2343,Zimbabwe,2009,68153,ZWE
2344,Zimbabwe,2008,60055,ZWE
2345,Zimbabwe,2007,65,ZWE
2346,Zimbabwe,2006,789,ZWE
2347,Zimbabwe,2005,516,ZWE
2348,Zimbabwe,2004,119,ZWE
2349,Zimbabwe,2003,1009,ZWE
2350,Zimbabwe,2002,3125,ZWE
2351,Zimbabwe,2001,650,ZWE
2352,Zimbabwe,2000,1675,ZWE
2353,Zimbabwe,1999,5637,ZWE
2354,Zimbabwe,1998,995,ZWE
2355,Zimbabwe,1993,5385,ZWE
2356,Zimbabwe,1992,2048,ZWE
2357,Zimbabwe,1986,2,ZWE
2358,Zimbabwe,1985,144,ZWE
2359,Zimbabwe,1976,144,ZWE
2360,Zimbabwe,1975,615,ZWE
2361,Zimbabwe,1974,37,ZWE
2362,Zimbabwe,1973,1,ZWE
