gdp,latitude,longitude,population,country,date,fatalities
915,6.4281,-9.4295,4503000,Liberia,2014-11,2964
915,6.4281,-9.4295,4503000,Liberia,2014-11,2963
915,6.4281,-9.4295,4503000,Liberia,2014-11,3016
915,6.4281,-9.4295,4503000,Liberia,2014-11,3145
915,6.4281,-9.4295,4503000,Liberia,2014-12,3177
915,6.4281,-9.4295,4503000,Liberia,2014-12,3290
915,6.4281,-9.4295,4503000,Liberia,2014-12,3384
915,6.4281,-9.4295,4503000,Liberia,2014-12,3423
915,6.4281,-9.4295,4503000,Liberia,2015-01,3496
915,6.4281,-9.4295,4503000,Liberia,2015-01,3538
915,6.4281,-9.4295,4503000,Liberia,2015-01,3605
915,6.4281,-9.4295,4503000,Liberia,2015-01,3686
915,6.4281,-9.4295,4503000,Liberia,2015-02,3746
915,6.4281,-9.4295,4503000,Liberia,2015-02,3826
915,6.4281,-9.4295,4503000,Liberia,2015-02,3900
915,6.4281,-9.4295,4503000,Liberia,2015-02,4037
915,6.4281,-9.4295,4503000,Liberia,2015-03,4117
915,6.4281,-9.4295,4503000,Liberia,2015-03,4162
915,6.4281,-9.4295,4503000,Liberia,2015-03,4264
915,6.4281,-9.4295,4503000,Liberia,2015-03,4301
915,6.4281,-9.4295,4503000,Liberia,2015-03,4332
915,6.4281,-9.4295,4503000,Liberia,2015-04,4408
915,6.4281,-9.4295,4503000,Liberia,2015-04,4486
915,6.4281,-9.4295,4503000,Liberia,2015-04,4573
915,6.4281,-9.4295,4503000,Liberia,2015-04,4608
915,6.4281,-9.4295,4503000,Liberia,2015-05,4716
915,6.4281,-9.4295,4503000,Liberia,2015-05,4769
915,6.4281,-9.4295,4503000,Liberia,2015-05,4806
915,6.4281,-9.4295,4503000,Liberia,2015-05,4806
915,6.4281,-9.4295,4503000,Liberia,2015-05,4806
915,6.4281,-9.4295,4503000,Liberia,2015-06,4806
915,6.4281,-9.4295,4503000,Liberia,2015-06,4806
915,6.4281,-9.4295,4503000,Liberia,2015-06,4806
915,6.4281,-9.4295,4503000,Liberia,2015-06,4806
915,6.4281,-9.4295,4503000,Liberia,2015-07,4807
2357,17.5707,-3.9962,14517176,Mali,2014-03,0
2357,17.5707,-3.9962,14517176,Mali,2014-03,0
2357,17.5707,-3.9962,14517176,Mali,2014-03,0
2357,17.5707,-3.9962,14517176,Mali,2014-03,0
2357,17.5707,-3.9962,14517176,Mali,2014-03,0
2357,17.5707,-3.9962,14517176,Mali,2014-03,0
2357,17.5707,-3.9962,14517176,Mali,2014-03,0
2357,17.5707,-3.9962,14517176,Mali,2014-04,0
2357,17.5707,-3.9962,14517176,Mali,2014-04,0
2357,17.5707,-3.9962,14517176,Mali,2014-04,0
2357,17.5707,-3.9962,14517176,Mali,2014-04,0
2357,17.5707,-3.9962,14517176,Mali,2014-04,0
2357,17.5707,-3.9962,14517176,Mali,2014-04,0
2357,17.5707,-3.9962,14517176,Mali,2014-04,0
2357,17.5707,-3.9962,14517176,Mali,2014-04,0
2357,17.5707,-3.9962,14517176,Mali,2014-04,0
2357,17.5707,-3.9962,14517176,Mali,2014-04,0
2357,17.5707,-3.9962,14517176,Mali,2014-05,0
2357,17.5707,-3.9962,14517176,Mali,2014-05,0
2357,17.5707,-3.9962,14517176,Mali,2014-05,0
2357,17.5707,-3.9962,14517176,Mali,2014-05,0
